19.770000	21.490000	1
23.000000	24.620000	2
27.510000	30.670000	3
34.480000	36.500000	4
37.760000	39.890000	5
55.720000	57.170000	6
58.690000	61.310000	7
67.580000	69.840000	8
88.510000	91.510000	9
95.430000	97.800000	10
108.320000	111.010000	11
113.430000	115.940000	12
117.610000	120.950000	13
125.280000	130.950000	14
132.790000	136.530000	15
162.300000	164.690000	16
201.610000	202.360000	17
204.520000	206.950000	18
210.170000	211.950000	19
215.380000	217.790000	20
235.930000	239.180000	21
248.110000	250.190000	22
