21.220000	23.200000	1
24.410000	27.860000	2
30.350000	34.810000	3
36.290000	38.150000	4
39.600000	41.860000	5
45.140000	55.870000	6
57.340000	58.820000	7
62.540000	66.340000	8
69.350000	73.900000	9
75.120000	77.220000	10
79.250000	82.730000	11
86.690000	88.570000	12
93.990000	95.650000	13
105.050000	108.490000	14
110.520000	112.860000	15
117.620000	120.860000	16
130.360000	132.960000	17
140.240000	142.270000	18
147.500000	149.190000	19
198.940000	204.630000	20
206.500000	209.210000	21
212.000000	217.790000	22
230.030000	235.370000	23
240.420000	248.120000	24
